 ********  FileScanner:: keyword 'gamma' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'shock' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'tau' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'rho' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'rhoa' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'rhow' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Cda' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Cdw' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Pstern' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'ellipse' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'C' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'deltamin' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Tref' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Lref' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'windx' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'windy' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'f' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'theta_w' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'theta_a' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'gamma' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'shock' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'tau' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'rho' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'rhoa' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'rhow' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Cda' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Cdw' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Pstern' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'ellipse' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'C' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'deltamin' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Tref' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Lref' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'windx' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'windy' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'f' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'theta_w' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'theta_a' found in param-file but not registered in the DataFormatHandler-code.
Newton: 7	66	10 13 9 10 12 12 
Newton: 6	53	10 9 11 11 12 
Newton: 5	44	10 10 12 12 
Newton: 6	55	10 11 12 12 10 
Newton: 7	67	10 12 10 10 12 13 
Newton: 6	56	10 13 9 11 13 
Newton: 6	57	10 13 10 13 11 
Newton: 6	60	11 12 12 13 12 
Newton: 7	69	11 10 11 12 12 13 
Newton: 8	71	11 12 11 6 10 10 11 
Newton: 7	70	10 12 11 12 12 13 
Newton: 7	68	11 13 9 13 11 11 
Newton: 6	60	11 13 11 13 12 
Newton: 5	48	11 13 11 13 
Newton: 6	59	11 13 10 13 12 
Newton: 7	62	11 10 7 10 13 11 
Newton: 6	53	10 8 11 10 14 
Newton: 7	68	11 13 9 10 13 12 
Newton: 7	70	12 12 11 12 11 12 
Newton: 7	74	11 11 13 13 13 13 
Newton: 7	67	11 9 12 12 11 12 
Newton: 7	62	10 8 11 9 12 12 
Newton: 5	48	11 13 11 13 
Newton: 6	59	10 11 13 13 12 
Newton: 6	60	11 12 11 14 12 
Newton: 6	58	11 11 12 11 13 
Newton: 7	64	11 10 9 12 11 11 
Newton: 6	56	11 10 11 13 11 
Newton: 6	60	11 11 14 12 12 
Newton: 7	70	11 12 12 13 11 11 
Newton: 7	67	11 12 10 12 11 11 
Newton: 7	64	12 8 8 12 11 13 
Newton: 7	69	11 12 9 10 14 13 
Newton: 6	56	11 12 9 13 11 
Newton: 6	56	10 11 13 10 12 
Newton: 5	44	10 9 13 12 
Newton: 7	54	11 8 6 11 10 8 
Newton: 7	65	11 8 11 11 13 11 
Newton: 6	50	11 11 9 11 8 
Newton: 6	60	12 12 12 12 12 
Newton: 7	66	12 11 10 11 12 10 
Newton: 6	56	12 11 11 12 10 
Newton: 6	59	12 12 12 11 12 
Newton: 5	49	12 12 12 13 
Newton: 6	57	12 11 7 13 14 
Newton: 7	46	10 6 8 5 9 8 
Newton: 6	56	11 9 11 14 11 
Newton: 6	50	11 11 8 11 9 
Newton: 6	46	11 8 8 10 9 
Newton: 6	57	12 10 8 15 12 
Newton: 7	65	12 11 9 9 13 11 
Newton: 7	64	10 11 10 12 8 13 
Newton: 5	45	11 11 13 10 
Newton: 5	46	12 11 13 10 
Newton: 5	46	11 11 13 11 
Newton: 6	59	12 11 12 12 12 
Newton: 6	54	9 12 9 13 11 
Newton: 5	46	11 12 13 10 
Newton: 6	57	10 12 12 12 11 
Newton: 6	57	11 11 12 11 12 
Newton: 7	64	11 10 9 11 11 12 
Newton: 7	60	10 11 7 12 7 13 
Newton: 5	46	11 11 13 11 
Newton: 5	47	10 12 13 12 
Newton: 6	51	10 11 9 9 12 
Newton: 6	55	11 10 13 11 10 
Newton: 7	65	10 12 7 9 14 13 
Newton: 5	47	10 12 13 12 
Newton: 6	52	7 11 12 10 12 
Newton: 6	52	9 10 12 11 10 
Newton: 7	66	11 11 10 11 11 12 
Newton: 6	56	11 10 13 11 11 
Newton: 6	58	10 12 13 12 11 
Newton: 5	46	10 12 13 11 
Newton: 5	46	10 12 12 12 
Newton: 5	46	11 11 13 11 
Newton: 5	45	10 12 11 12 
Newton: 5	46	10 12 12 12 
Newton: 6	55	10 12 11 12 10 
Newton: 7	61	10 10 6 8 13 14 
Newton: 6	55	10 10 12 12 11 
Newton: 7	64	10 11 13 9 10 11 
Newton: 6	55	10 12 11 12 10 
Newton: 7	64	10 12 9 10 12 11 
Newton: 6	59	10 12 13 11 13 
Newton: 7	64	10 11 10 11 10 12 
Newton: 5	45	11 10 12 12 
Newton: 5	47	10 13 12 12 
Newton: 6	58	10 13 11 12 12 
Newton: 7	62	11 13 8 8 11 11 
Newton: 7	64	10 13 7 10 12 12 
Newton: 7	68	10 13 11 13 11 10 
Newton: 7	66	10 12 9 11 13 11 
Newton: 6	58	10 13 11 12 12 
Newton: 7	63	10 10 12 7 14 10 
Newton: 6	58	10 13 11 12 12 
Newton: 6	58	10 13 11 12 12 
Newton: 6	60	10 13 12 12 13 
Newton: 5	45	10 13 10 12 
Newton: 5	47	10 13 12 12 
Newton: 6	58	9 13 12 10 14 
Newton: 7	65	9 13 10 12 10 11 
Newton: 6	55	9 13 9 11 13 
Newton: 6	55	9 12 10 13 11 
Newton: 7	68	9 13 11 12 10 13 
Newton: 6	57	9 14 11 11 12 
Newton: 6	57	9 14 10 11 13 
Newton: 7	67	9 13 9 9 14 13 
Newton: 6	56	9 12 11 13 11 
Newton: 6	48	9 13 7 9 10 
Newton: 6	57	9 12 9 13 14 
Newton: 6	57	9 13 10 13 12 
Newton: 7	64	9 11 9 11 11 13 
Newton: 7	60	9 12 9 11 9 10 
Newton: 6	50	9 7 12 11 11 
Newton: 6	55	9 13 9 13 11 
Newton: 6	48	9 8 10 11 10 
Newton: 6	49	9 9 12 9 10 
Newton: 6	52	9 11 12 9 11 
Newton: 6	55	8 12 12 12 11 
Newton: 8	61	8 11 5 10 9 11 7 
Newton: 6	57	9 12 11 13 12 
Newton: 6	58	9 14 11 12 12 
Newton: 5	47	9 14 11 13 
Newton: 6	59	10 13 12 13 11 
Newton: 5	47	9 14 12 12 
Newton: 5	45	10 12 12 11 
Newton: 6	59	9 13 12 13 12 
Newton: 7	62	10 9 11 11 11 10 
Newton: 6	55	10 12 11 10 12 
Newton: 6	57	10 13 10 12 12 
Newton: 5	45	10 12 12 11 
Newton: 6	57	10 12 12 11 12 
Newton: 6	56	10 11 11 12 12 
Newton: 6	51	12 10 11 9 9 
Newton: 8	61	10 7 8 9 9 10 8 
Newton: 8	76	10 8 11 11 12 12 12 
Newton: 6	52	9 11 11 10 11 
Newton: 5	42	10 11 11 10 
Newton: 6	50	10 10 9 9 12 
Newton: 7	52	9 8 9 8 9 9 
Newton: 6	53	10 10 11 11 11 
Newton: 6	54	10 11 10 11 12 
Newton: 8	70	10 11 7 9 10 12 11 
Newton: 6	51	9 11 9 10 12 
Newton: 5	41	9 12 9 11 
Newton: 6	53	9 12 10 11 11 
Newton: 6	52	9 11 10 11 11 
Newton: 6	42	9 9 8 9 7 
Newton: 6	48	9 8 10 11 10 
Newton: 7	63	9 11 10 12 11 10 
Newton: 9	78	9 9 9 9 10 11 8 13 
Newton: 6	48	9 10 7 10 12 
Newton: 6	50	9 9 9 12 11 
Newton: 6	53	9 11 11 11 11 
Newton: 6	51	9 11 9 11 11 
Newton: 6	53	9 11 11 11 11 
Newton: 6	54	9 12 10 12 11 
Newton: 6	54	9 12 10 12 11 
Newton: 8	71	9 10 9 10 10 12 11 
Newton: 6	54	9 12 10 12 11 
Newton: 6	57	10 12 10 13 12 
Newton: 7	67	10 12 10 12 12 11 
Newton: 7	69	10 12 11 13 12 11 
Newton: 7	68	10 12 11 12 12 11 
Newton: 6	59	10 12 12 13 12 
Newton: 6	53	10 12 9 12 10 
Newton: 7	60	10 9 10 10 10 11 
Newton: 6	59	10 12 12 13 12 
Newton: 7	66	10 10 11 10 12 13 
Newton: 6	53	10 8 11 12 12 
Newton: 5	45	10 13 9 13 
Newton: 6	50	9 8 9 11 13 
Newton: 5	45	10 11 12 12 
Newton: 5	46	10 12 11 13 
Newton: 6	58	10 12 11 13 12 
Newton: 5	46	10 12 11 13 
Newton: 6	58	10 12 11 13 12 
Newton: 7	66	9 11 11 11 12 12 
Newton: 6	52	9 9 11 11 12 
Newton: 6	55	9 10 12 11 13 
Newton: 6	54	9 11 12 11 11 
Newton: 6	51	10 10 10 11 10 
Newton: 6	54	10 11 8 13 12 
Newton: 6	50	10 9 9 8 14 
Newton: 6	52	10 10 12 10 10 
Newton: 6	55	10 12 10 13 10 
Newton: 7	64	10 11 13 10 10 10 
Newton: 5	46	10 12 12 12 
Newton: 5	45	10 12 13 10 
Newton: 5	45	10 12 13 10 
Newton: 6	56	11 11 12 11 11 
Newton: 6	55	11 10 9 12 13 
Newton: 7	61	11 8 13 7 12 10 
Newton: 6	56	11 11 13 11 10 
Newton: 7	67	11 10 11 13 11 11 
Newton: 6	58	11 11 13 12 11 
Newton: 5	46	10 13 13 10 
Newton: 7	62	11 8 10 11 11 11 
Newton: 7	61	8 11 10 11 9 12 
Newton: 6	57	11 12 13 10 11 
Newton: 6	59	10 12 14 12 11 
Newton: 5	47	11 12 11 13 
Newton: 7	59	11 10 8 9 10 11 
Newton: 7	66	11 11 12 10 13 9 
Newton: 6	52	11 9 10 9 13 
Newton: 7	61	11 11 7 10 11 11 
Newton: 6	55	11 11 12 8 13 
Newton: 7	58	11 7 6 12 7 15 
Newton: 6	48	9 7 8 12 12 
Newton: 6	46	8 8 12 9 9 
Newton: 6	53	8 8 14 12 11 
Newton: 6	52	8 9 13 10 12 
Newton: 6	52	10 9 11 11 11 
Newton: 5	48	12 11 11 14 
Newton: 5	45	10 10 12 13 
Newton: 6	57	10 11 13 11 12 
Newton: 7	59	10 11 9 11 8 10 
Newton: 6	54	9 12 12 10 11 
Newton: 6	54	11 11 10 10 12 
Newton: 6	53	11 10 8 13 11 
Newton: 6	57	11 11 11 12 12 
Newton: 6	50	11 10 9 9 11 
Newton: 6	49	9 10 10 12 8 
Newton: 7	60	11 10 8 10 10 11 
Newton: 6	56	10 8 13 13 12 
Newton: 6	56	11 11 13 11 10 
Newton: 5	42	8 10 12 12 
Newton: 5	47	11 11 14 11 
Newton: 7	65	10 12 12 10 12 9 
Newton: 6	54	11 10 9 14 10 
Newton: 6	55	11 10 13 10 11 
Newton: 6	55	11 10 12 10 12 
Newton: 7	65	11 11 10 10 11 12 
Newton: 6	49	9 10 11 9 10 
Newton: 5	45	10 12 13 10 
Newton: 6	57	10 12 12 12 11 
Newton: 5	46	10 12 12 12 
Newton: 6	55	10 12 11 12 10 
Newton: 5	45	11 12 9 13 
Newton: 5	45	11 11 13 10 
Newton: 6	52	9 11 10 11 11 
Newton: 6	54	10 10 12 10 12 
Newton: 5	46	10 12 12 12 
Newton: 5	48	11 13 11 13 
Newton: 5	48	11 13 12 12 
Newton: 5	46	10 12 12 12 
Newton: 6	58	12 12 10 11 13 
Newton: 6	56	10 11 11 12 12 
Newton: 6	56	10 11 12 11 12 
Newton: 6	47	9 12 7 12 7 
Newton: 6	55	9 12 12 10 12 
Newton: 6	53	9 12 11 12 9 
Newton: 6	54	10 11 11 13 9 
Newton: 7	58	10 10 7 11 9 11 
Newton: 7	57	9 7 8 11 10 12 
Newton: 6	52	7 7 10 14 14 
Newton: 6	56	8 9 14 13 12 
Newton: 6	56	9 12 12 13 10 
Newton: 5	46	10 12 10 14 
Newton: 5	44	8 11 14 11 
Newton: 5	48	9 13 13 13 
Newton: 6	59	10 13 14 9 13 
Newton: 7	63	10 12 12 7 12 10 
Newton: 8	83	9 12 10 14 14 13 11 
Newton: 6	57	10 12 13 11 11 
Newton: 6	58	10 12 14 12 10 
Newton: 7	67	10 12 13 7 13 12 
Newton: 6	50	10 11 8 10 11 
Newton: 6	53	9 12 8 13 11 
Newton: 6	57	9 12 13 11 12 
Newton: 7	68	9 12 11 11 14 11 
Newton: 7	67	9 12 13 11 10 12 
Newton: 5	45	9 12 13 11 
Newton: 5	45	9 12 12 12 
Newton: 6	56	9 12 12 11 12 
Newton: 6	54	9 12 10 12 11 
Newton: 7	66	9 12 12 11 12 10 
Newton: 6	53	9 12 10 12 10 
Newton: 9	83	9 9 11 12 10 11 12 9 
Newton: 8	76	9 10 11 12 12 10 12 
Newton: 6	56	9 12 12 11 12 
Newton: 6	56	9 12 12 10 13 
Newton: 6	52	9 12 10 12 9 
Newton: 6	54	9 11 8 12 14 
Newton: 7	66	9 12 11 11 11 12 
Newton: 7	66	9 11 11 12 10 13 
Newton: 6	59	9 13 13 11 13 
Newton: 6	58	9 14 10 12 13 
Newton: 7	65	9 13 10 10 12 11 
Newton: 6	59	9 13 12 13 12 
Newton: 6	57	9 14 11 11 12 
Newton: 6	59	9 13 11 13 13 
Newton: 6	56	9 12 13 10 12 
Newton: 6	59	9 14 12 13 11 
Newton: 5	46	9 13 13 11 
Newton: 6	51	10 11 10 12 8 
Newton: 7	64	10 10 8 13 14 9 
Newton: 6	58	10 12 12 13 11 
Newton: 6	55	10 11 11 12 11 
Newton: 6	52	10 12 12 6 12 
Newton: 6	50	11 7 11 10 11 
Newton: 5	48	11 13 12 12 
Newton: 5	47	9 13 11 14 
Newton: 5	48	10 13 13 12 
Newton: 6	60	10 13 12 12 13 
Newton: 7	61	11 12 8 9 13 8 
Newton: 6	60	11 12 13 11 13 
Newton: 5	48	12 12 13 11 
Newton: 5	48	12 12 12 12 
Newton: 6	60	12 12 11 12 13 
Newton: 6	60	12 12 11 12 13 
Newton: 6	59	11 12 11 12 13 
Newton: 6	58	11 12 11 12 12 
Newton: 7	57	11 10 8 10 10 8 
Newton: 6	52	10 12 9 11 10 
Newton: 6	54	9 10 12 12 11 
Newton: 6	59	10 12 11 13 13 
Newton: 6	59	10 11 13 11 14 
Newton: 6	57	10 13 8 12 14 
Newton: 6	62	11 13 12 13 13 
Newton: 5	48	11 13 11 13 
Newton: 6	62	11 13 11 14 13 
Newton: 7	69	10 12 8 12 15 12 
Newton: 6	63	10 14 12 14 13 
Newton: 5	50	10 14 12 14 
Newton: 5	51	11 13 13 14 
Newton: 6	56	8 11 12 13 12 
Newton: 12	99	9 8 8 7 8 8 12 8 8 11 12 
Newton: 10	86	10 6 7 8 8 8 10 14 15 
Newton: 7	73	10 11 13 13 13 13 
Newton: 6	64	11 13 13 13 14 
Newton: 7	69	11 12 11 13 9 13 
Newton: 6	63	10 13 13 13 14 
Newton: 6	62	11 11 13 14 13 
Newton: 6	61	11 12 13 11 14 
Newton: 5	49	11 12 14 12 
Newton: 5	52	11 13 13 15 
Newton: 5	50	11 13 14 12 
Newton: 6	65	11 13 13 15 13 
Newton: 6	63	11 13 13 14 12 
Newton: 6	63	11 13 14 12 13 
Newton: 6	63	11 13 14 12 13 
Newton: 7	72	11 13 11 11 12 14 
Newton: 5	53	11 14 13 15 
Newton: 5	51	11 13 14 13 
Newton: 5	52	12 13 14 13 
Newton: 6	62	12 11 13 14 12 
Newton: 6	60	11 12 14 12 11 
Newton: 6	57	11 11 12 11 12 
Newton: 6	63	11 13 14 12 13 
Newton: 5	51	11 13 14 13 
Newton: 5	51	12 13 15 11 
Newton: 6	64	12 13 14 13 12 
Newton: 6	61	12 12 14 12 11 
Newton: 6	60	11 12 14 12 11 
Newton: 6	54	11 11 11 12 9 
Newton: 6	56	10 9 12 13 12 
Newton: 6	57	10 9 12 14 12 
Newton: 5	43	11 9 13 10 
Newton: 5	49	11 11 15 12 
Newton: 7	70	11 11 13 12 12 11 
Newton: 6	62	11 11 15 12 13 
Newton: 5	50	12 12 15 11 
Newton: 5	51	11 12 15 13 
Newton: 6	63	11 13 15 11 13 
Newton: 5	51	11 13 15 12 
Newton: 6	63	10 14 11 14 14 
Newton: 5	52	11 12 15 14 
Newton: 5	43	10 10 13 10 
Newton: 6	51	10 9 6 14 12 
Newton: 6	52	10 9 11 8 14 
Newton: 6	58	11 12 12 13 10 
Newton: 6	58	11 10 13 11 13 
Newton: 6	59	11 12 14 11 11 
Newton: 5	48	11 12 14 11 
Newton: 6	52	11 11 10 11 9 
Newton: 5	50	11 11 15 13 
Newton: 6	60	11 11 15 13 10 
Newton: 6	61	11 11 14 14 11 
Newton: 6	57	11 10 14 9 13 
Newton: 5	47	10 11 13 13 
Newton: 5	45	10 12 13 10 
Newton: 5	51	12 14 10 15 
Newton: 4	42	12 15 15 
Newton: 6	63	13 11 13 11 15 
Newton: 7	71	14 10 9 12 12 14 
Newton: 6	64	14 10 12 13 15 
Newton: 6	65	14 11 12 14 14 
Newton: 7	75	14 10 12 12 14 13 
Newton: 7	80	14 12 15 15 13 11 
Newton: 6	66	13 15 13 11 14 
Newton: 6	67	13 16 13 14 11 
Newton: 6	65	13 14 14 12 12 
Newton: 5	54	14 14 14 12 
Newton: 5	52	11 14 15 12 
Newton: 5	55	14 13 15 13 
Newton: 5	52	12 14 14 12 
Newton: 4	40	12 14 14 
Newton: 4	40	13 14 13 
Newton: 5	49	12 13 12 12 
Newton: 5	50	12 13 14 11 
Newton: 5	46	10 12 13 11 
Newton: 5	46	10 12 13 11 
Newton: 7	68	12 12 13 10 12 9 
Newton: 7	70	12 11 12 13 10 12 
Newton: 7	68	10 11 12 12 13 10 
Newton: 5	48	12 11 13 12 
Newton: 5	50	12 13 13 12 
Newton: 7	64	11 12 7 10 12 12 
Newton: 6	56	12 12 11 12 9 
Newton: 5	48	11 13 13 11 
Newton: 6	58	10 14 11 13 10 
Newton: 5	49	11 13 12 13 
Newton: 7	66	10 13 10 13 10 10 
Newton: 5	48	11 13 12 12 
Newton: 6	56	11 12 13 10 10 
Newton: 6	57	11 14 11 11 10 
Newton: 5	49	12 13 13 11 
Newton: 5	50	12 13 13 12 
Newton: 6	59	11 13 11 13 11 
Newton: 6	61	12 13 12 13 11 
Newton: 5	49	12 13 13 11 
Newton: 6	61	12 13 12 13 11 
Newton: 5	50	12 13 12 13 
Newton: 6	56	10 13 11 13 9 
Newton: 6	60	12 13 12 13 10 
Newton: 6	55	10 13 9 13 10 
Newton: 6	61	12 13 12 13 11 
Newton: 6	58	12 12 13 11 10 
Newton: 6	62	12 13 13 12 12 
Newton: 8	67	12 13 8 10 6 7 11 
Newton: 17	106	9 5 7 5 5 10 5 4 5 5 6 6 5 9 10 10 
Newton: 8	73	12 7 10 7 8 14 15 
Newton: 5	51	12 13 12 14 
Newton: 5	52	13 12 14 13 
Newton: 6	63	13 12 13 12 13 
Newton: 6	63	13 12 14 13 11 
Newton: 6	62	13 12 14 12 11 
Newton: 6	59	12 13 10 11 13 
Newton: 7	76	13 12 14 14 12 11 
Newton: 5	58	15 15 14 14 
Newton: 6	60	14 12 11 12 11 
Newton: 6	59	11 12 12 12 12 
Newton: 6	57	10 11 9 15 12 
Newton: 6	58	10 12 10 13 13 
Newton: 6	53	10 12 11 12 8 
Newton: 8	78	10 9 11 11 11 13 13 
Newton: 8	74	10 13 10 12 9 12 8 
Newton: 7	71	10 13 13 11 11 13 
Newton: 6	59	10 13 11 13 12 
Newton: 6	57	10 12 12 13 10 
Newton: 5	47	10 12 12 13 
Newton: 5	45	10 12 13 10 
Newton: 6	54	10 12 13 10 9 
Newton: 5	46	10 12 13 11 
Newton: 5	48	10 12 14 12 
Newton: 6	53	10 11 11 12 9 
Newton: 5	43	10 11 13 9 
Newton: 5	47	10 13 11 13 
Newton: 5	46	11 12 13 10 
Newton: 6	60	10 13 12 12 13 
Newton: 7	67	10 10 11 10 13 13 
Newton: 6	59	10 13 11 11 14 
Newton: 5	46	10 12 12 12 
Newton: 6	60	10 13 12 13 12 
Newton: 6	56	10 13 10 13 10 
Newton: 5	47	10 13 13 11 
Newton: 5	49	11 13 13 12 
Newton: 6	62	11 13 13 12 13 
Newton: 5	49	11 13 13 12 
Newton: 5	50	11 13 13 13 
Newton: 5	49	11 13 13 12 
Newton: 5	47	10 13 11 13 
Newton: 5	49	10 13 13 13 
Newton: 5	48	11 13 12 12 
Newton: 5	47	10 13 10 14 
Newton: 7	66	10 12 10 12 11 11 
Newton: 6	49	8 8 11 11 11 
Newton: 8	66	9 9 9 9 8 11 11 
Newton: 6	50	9 12 9 12 8 
Newton: 7	62	10 11 7 9 13 12 
Newton: 6	54	9 11 11 9 14 
Newton: 5	44	10 12 10 12 
Newton: 5	45	10 12 10 13 
Newton: 5	47	11 12 11 13 
Newton: 5	46	12 12 10 12 
Newton: 5	47	11 12 11 13 
Newton: 6	48	10 11 8 9 10 
Newton: 6	58	9 12 12 12 13 
Newton: 5	46	10 12 12 12 
Newton: 5	47	10 12 12 13 
Newton: 6	57	10 12 12 13 10 
Newton: 5	47	10 12 12 13 
Newton: 5	48	10 13 12 13 
Newton: 6	58	10 12 12 13 11 
Newton: 6	57	10 11 12 13 11 
Newton: 7	65	10 9 10 9 13 14 
Newton: 6	60	10 12 13 12 13 
Newton: 5	49	10 13 13 13 
Newton: 5	49	10 13 12 14 
Newton: 5	49	11 12 13 13 
Newton: 5	49	11 12 12 14 
Newton: 5	46	10 12 13 11 
Newton: 6	56	11 9 10 13 13 
Newton: 5	44	10 11 13 10 
Newton: 5	49	10 13 12 14 
Newton: 6	59	11 12 13 11 12 
Newton: 5	49	10 13 12 14 
Newton: 5	46	10 12 13 11 
Newton: 5	47	11 12 13 11 
Newton: 5	46	10 12 13 11 
Newton: 6	59	11 11 12 13 12 
Newton: 6	56	11 10 13 11 11 
Newton: 5	46	11 11 13 11 
Newton: 5	45	10 11 13 11 
Newton: 5	46	11 11 13 11 
Newton: 5	46	10 12 14 10 
Newton: 5	47	11 12 14 10 
Newton: 5	47	11 12 14 10 
Newton: 5	47	11 12 14 10 
Newton: 5	48	11 12 14 11 
Newton: 5	47	11 12 14 10 
Newton: 5	47	11 11 14 11 
Newton: 5	48	11 12 14 11 
Newton: 5	48	11 12 14 11 
Newton: 5	50	11 12 15 12 
Newton: 5	46	11 11 13 11 
Newton: 7	58	10 11 10 11 8 8 
Newton: 12	87	10 10 7 6 6 6 7 7 12 7 9 
Newton: 6	61	11 12 14 11 13 
Newton: 5	50	11 13 14 12 
Newton: 5	50	11 13 14 12 
Newton: 6	60	11 12 14 12 11 
Newton: 6	59	11 10 13 13 12 
Newton: 7	65	11 10 8 13 8 15 
Newton: 7	66	11 9 12 14 10 10 
Newton: 7	69	11 12 12 13 11 10 
Newton: 6	60	11 12 14 12 11 
Newton: 6	57	11 12 13 9 12 
Newton: 7	72	11 12 14 12 11 12 
Newton: 5	49	11 12 14 12 
Newton: 7	72	11 12 14 12 11 12 
Newton: 5	49	11 12 14 12 
Newton: 6	59	12 14 10 12 11 
Newton: 6	62	13 14 11 12 12 
Newton: 5	50	13 14 12 11 
Newton: 9	94	13 11 11 11 13 12 11 12 
Newton: 12	107	13 9 6 8 8 7 9 12 11 12 12 
Newton: 6	63	13 12 14 13 11 
Newton: 6	63	13 12 14 13 11 
Newton: 5	49	12 14 12 11 
Newton: 6	57	12 14 9 11 11 
Newton: 6	57	12 13 8 12 12 
Newton: 6	57	12 13 9 11 12 
Newton: 5	48	13 11 11 13 
Newton: 5	49	12 13 12 12 
Newton: 6	63	13 13 12 12 13 
Newton: 6	61	13 12 13 12 11 
Newton: 5	52	13 13 14 12 
Newton: 6	64	13 14 12 12 13 
Newton: 5	51	12 13 14 12 
Newton: 5	50	12 14 12 12 
Newton: 6	57	12 12 9 10 14 
Newton: 5	50	12 13 12 13 
Newton: 5	49	12 14 12 11 
Newton: 5	48	11 12 13 12 
Newton: 7	61	12 11 9 9 10 10 
Newton: 5	49	13 12 13 11 
Newton: 6	54	12 12 8 11 11 
Newton: 5	47	12 12 12 11 
Newton: 5	46	11 12 13 10 
Newton: 5	46	11 11 13 11 
Newton: 5	46	10 12 13 11 
Newton: 5	47	12 11 13 11 
Newton: 5	45	12 12 10 11 
Newton: 5	45	11 11 12 11 
Newton: 5	45	11 11 12 11 
Newton: 6	54	10 12 11 11 10 
Newton: 6	55	10 12 12 11 10 
Newton: 5	43	9 12 11 11 
Newton: 6	54	9 12 12 11 10 
Newton: 5	45	11 11 13 10 
Newton: 6	53	10 11 11 10 11 
Newton: 7	58	9 11 10 8 11 9 
Newton: 6	47	9 7 9 11 11 
Newton: 5	45	10 12 12 11 
Newton: 5	47	11 12 13 11 
Newton: 5	46	10 12 13 11 
Newton: 5	46	10 12 13 11 
Newton: 5	51	13 13 13 12 
Newton: 5	50	13 13 13 11 
Newton: 5	46	10 12 13 11 
Newton: 5	48	10 13 12 13 
Newton: 6	58	10 12 12 13 11 
Newton: 7	56	10 8 6 10 10 12 
Newton: 6	57	10 13 11 12 11 
Newton: 6	57	10 13 11 12 11 
Newton: 5	46	10 12 12 12 
Newton: 5	43	10 13 10 10 
Newton: 5	43	10 13 10 10 
Newton: 5	44	10 13 10 11 
Newton: 6	54	11 13 9 10 11 
Newton: 5	46	11 13 11 11 
Newton: 5	45	11 13 10 11 
Newton: 6	57	12 11 11 13 10 
Newton: 7	53	11 8 6 9 11 8 
Newton: 6	56	12 11 12 8 13 
Newton: 6	57	12 13 9 12 11 
Newton: 5	47	12 13 11 11 
Newton: 5	47	13 11 13 10 
Newton: 5	48	13 11 13 11 
Newton: 6	59	13 11 12 13 10 
Newton: 7	59	13 9 8 10 8 11 
Newton: 5	48	12 12 13 11 
Newton: 5	48	12 12 13 11 
Newton: 5	47	12 11 13 11 
Newton: 5	46	12 11 13 10 
Newton: 5	48	12 11 13 12 
Newton: 7	67	10 13 12 13 10 9 
Newton: 9	67	11 6 12 7 5 7 9 10 
